Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      38/1200026     void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
                0.00    0.00  399996/1200026     unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
                0.00    0.00  399996/1200026     void std::allocator_traits<std::allocator<unsigned long> >::construct<unsigned long, unsigned long>(std::allocator<unsigned long>&, unsigned long*, unsigned long&&) [72]
                0.00    0.00  399996/1200026     void __gnu_cxx::new_allocator<unsigned long>::construct<unsigned long, unsigned long>(unsigned long*, unsigned long&&) [67]
[53]     0.0    0.00    0.00 1200026         unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [53]
-----------------------------------------------
                0.00    0.00       1/800671      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00  800670/800671      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
[54]     0.0    0.00    0.00  800671         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [54]
-----------------------------------------------
                0.00    0.00      38/800068      std::vector<unsigned long, std::allocator<unsigned long> >::begin() [107]
                0.00    0.00  399996/800068      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator-(long) const [70]
                0.00    0.00  400034/800068      std::vector<unsigned long, std::allocator<unsigned long> >::end() [66]
[55]     0.0    0.00    0.00  800068         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::__normal_iterator(unsigned long* const&) [55]
-----------------------------------------------
                0.00    0.00      48/400407      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
                0.00    0.00  400359/400407      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
[56]     0.0    0.00    0.00  400407         std::char_traits<char>::assign(char&, char const&) [56]
-----------------------------------------------
                0.00    0.00       1/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00      27/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [109]
                0.00    0.00  400337/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [64]
[57]     0.0    0.00    0.00  400365         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
                0.00    0.00  400365/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00  400365/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [58]
-----------------------------------------------
                0.00    0.00  400365/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
[58]     0.0    0.00    0.00  400365         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [58]
                0.00    0.00  400365/400365      std::pointer_traits<char const*>::pointer_to(char const&) [59]
-----------------------------------------------
                0.00    0.00  400365/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [58]
[59]     0.0    0.00    0.00  400365         std::pointer_traits<char const*>::pointer_to(char const&) [59]
                0.00    0.00  400365/400365      char const* std::addressof<char const>(char const&) [61]
-----------------------------------------------
                0.00    0.00  400365/400365      char const* std::addressof<char const>(char const&) [61]
[60]     0.0    0.00    0.00  400365         char const* std::__addressof<char const>(char const&) [60]
-----------------------------------------------
                0.00    0.00  400365/400365      std::pointer_traits<char const*>::pointer_to(char const&) [59]
[61]     0.0    0.00    0.00  400365         char const* std::addressof<char const>(char const&) [61]
                0.00    0.00  400365/400365      char const* std::__addressof<char const>(char const&) [60]
-----------------------------------------------
                0.00    0.00       1/400360      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00  400359/400360      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
[62]     0.0    0.00    0.00  400360         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [62]
-----------------------------------------------
                0.00    0.00       2/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [159]
                0.00    0.00       3/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00      17/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*) [120]
                0.00    0.00  400334/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
[63]     0.0    0.00    0.00  400356         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
                0.00    0.00  400308/400308      std::char_traits<char>::copy(char*, char const*, unsigned long) [65]
                0.00    0.00      48/400407      std::char_traits<char>::assign(char&, char const&) [56]
-----------------------------------------------
                0.00    0.00       2/400337      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00  400335/400337      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
[64]     0.0    0.00    0.00  400337         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [64]
                0.00    0.00  400337/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
-----------------------------------------------
                0.00    0.00  400308/400308      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
[65]     0.0    0.00    0.00  400308         std::char_traits<char>::copy(char*, char const*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00      38/400034      unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
                0.00    0.00  399996/400034      std::vector<unsigned long, std::allocator<unsigned long> >::back() [24]
[66]     0.0    0.00    0.00  400034         std::vector<unsigned long, std::allocator<unsigned long> >::end() [66]
                0.00    0.00  400034/800068      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::__normal_iterator(unsigned long* const&) [55]
-----------------------------------------------
                0.00    0.00  399996/399996      void std::allocator_traits<std::allocator<unsigned long> >::construct<unsigned long, unsigned long>(std::allocator<unsigned long>&, unsigned long*, unsigned long&&) [72]
[67]     0.0    0.00    0.00  399996         void __gnu_cxx::new_allocator<unsigned long>::construct<unsigned long, unsigned long>(unsigned long*, unsigned long&&) [67]
                0.00    0.00  399996/1200026     unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [53]
                0.00    0.00  399996/399996      operator new(unsigned long, void*) [78]
-----------------------------------------------
                0.00    0.00  399996/399996      std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [73]
[68]     0.0    0.00    0.00  399996         int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [68]
                0.00    0.00  399996/399996      __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [76]
                0.00    0.00  399996/399996      __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [75]
                0.00    0.00  399996/399996      __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [77]
-----------------------------------------------
                0.00    0.00  399996/399996      std::vector<unsigned long, std::allocator<unsigned long> >::back() [24]
[69]     0.0    0.00    0.00  399996         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator*() const [69]
-----------------------------------------------
                0.00    0.00  399996/399996      std::vector<unsigned long, std::allocator<unsigned long> >::back() [24]
[70]     0.0    0.00    0.00  399996         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator-(long) const [70]
                0.00    0.00  399996/800068      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::__normal_iterator(unsigned long* const&) [55]
-----------------------------------------------
                0.00    0.00  399996/399996      std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [73]
[71]     0.0    0.00    0.00  399996         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [71]
                0.00    0.00  399996/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
-----------------------------------------------
                0.00    0.00      38/399996      void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
                0.00    0.00  399958/399996      unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
[72]     0.0    0.00    0.00  399996         void std::allocator_traits<std::allocator<unsigned long> >::construct<unsigned long, unsigned long>(std::allocator<unsigned long>&, unsigned long*, unsigned long&&) [72]
                0.00    0.00  399996/1200026     unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [53]
                0.00    0.00  399996/399996      void __gnu_cxx::new_allocator<unsigned long>::construct<unsigned long, unsigned long>(unsigned long*, unsigned long&&) [67]
-----------------------------------------------
                0.00    0.00  399996/399996      main [1]
[73]     0.0    0.00    0.00  399996         std::__cxx11::stoi(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, unsigned long*, int) [73]
                0.00    0.00  399996/399996      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [71]
                0.00    0.00  399996/399996      int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [68]
-----------------------------------------------
                0.00    0.00  399996/399996      std::vector<unsigned long, std::allocator<unsigned long> >::push_back(unsigned long&&) [20]
[74]     0.0    0.00    0.00  399996         std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [74]
-----------------------------------------------
                0.00    0.00  399996/399996      int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [68]
[75]     0.0    0.00    0.00  399996         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Range_chk::_S_chk(long, std::integral_constant<bool, true>) [75]
-----------------------------------------------
                0.00    0.00  399996/399996      int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [68]
[76]     0.0    0.00    0.00  399996         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::_Save_errno() [76]
-----------------------------------------------
                0.00    0.00  399996/399996      int __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int) [68]
[77]     0.0    0.00    0.00  399996         __gnu_cxx::__stoa<long, int, char, int>(long (*)(char const*, char**, int), char const*, char const*, unsigned long*, int)::_Save_errno::~_Save_errno() [77]
-----------------------------------------------
                0.00    0.00  399996/399996      void __gnu_cxx::new_allocator<unsigned long>::construct<unsigned long, unsigned long>(unsigned long*, unsigned long&&) [67]
[78]     0.0    0.00    0.00  399996         operator new(unsigned long, void*) [78]
-----------------------------------------------
                0.00    0.00     228/228         unsigned long* std::__copy_move_a2<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [94]
[79]     0.0    0.00    0.00     228         unsigned long* std::__niter_base<unsigned long*>(unsigned long*) [79]
-----------------------------------------------
                0.00    0.00      76/152         void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
                0.00    0.00      76/152         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::difference_type __gnu_cxx::operator-<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [103]
[80]     0.0    0.00    0.00     152         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [80]
-----------------------------------------------
                0.00    0.00     152/152         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned long*>(std::move_iterator<unsigned long*>) [83]
[81]     0.0    0.00    0.00     152         std::move_iterator<unsigned long*>::base() const [81]
-----------------------------------------------
                0.00    0.00     152/152         std::move_iterator<unsigned long*> std::__make_move_if_noexcept_iterator<unsigned long, std::move_iterator<unsigned long*> >(unsigned long*) [85]
[82]     0.0    0.00    0.00     152         std::move_iterator<unsigned long*>::move_iterator(unsigned long*) [82]
-----------------------------------------------
                0.00    0.00     152/152         unsigned long* std::copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [96]
[83]     0.0    0.00    0.00     152         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned long*>(std::move_iterator<unsigned long*>) [83]
                0.00    0.00     152/152         std::move_iterator<unsigned long*>::base() const [81]
                0.00    0.00     152/152         unsigned long* std::__miter_base<unsigned long*>(unsigned long*) [84]
-----------------------------------------------
                0.00    0.00     152/152         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned long*>(std::move_iterator<unsigned long*>) [83]
[84]     0.0    0.00    0.00     152         unsigned long* std::__miter_base<unsigned long*>(unsigned long*) [84]
-----------------------------------------------
                0.00    0.00     152/152         unsigned long* std::__uninitialized_move_if_noexcept_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [26]
[85]     0.0    0.00    0.00     152         std::move_iterator<unsigned long*> std::__make_move_if_noexcept_iterator<unsigned long, std::move_iterator<unsigned long*> >(unsigned long*) [85]
                0.00    0.00     152/152         std::move_iterator<unsigned long*>::move_iterator(unsigned long*) [82]
-----------------------------------------------
                0.00    0.00       2/116         std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [27]
                0.00    0.00     114/116         void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[86]     0.0    0.00    0.00     116         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [86]
-----------------------------------------------
                0.00    0.00      38/114         __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [102]
                0.00    0.00      76/114         std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [91]
[87]     0.0    0.00    0.00     114         __gnu_cxx::new_allocator<unsigned long>::max_size() const [87]
-----------------------------------------------
                0.00    0.00      76/76          std::vector<unsigned long, std::allocator<unsigned long> >::max_size() const [89]
[88]     0.0    0.00    0.00      76         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() const [88]
-----------------------------------------------
                0.00    0.00      76/76          std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [35]
[89]     0.0    0.00    0.00      76         std::vector<unsigned long, std::allocator<unsigned long> >::max_size() const [89]
                0.00    0.00      76/76          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() const [88]
                0.00    0.00      76/76          std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [91]
-----------------------------------------------
                0.00    0.00      76/76          unsigned long* std::__copy_move_a<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [93]
[90]     0.0    0.00    0.00      76         unsigned long* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [90]
-----------------------------------------------
                0.00    0.00      76/76          std::vector<unsigned long, std::allocator<unsigned long> >::max_size() const [89]
[91]     0.0    0.00    0.00      76         std::allocator_traits<std::allocator<unsigned long> >::max_size(std::allocator<unsigned long> const&) [91]
                0.00    0.00      76/114         __gnu_cxx::new_allocator<unsigned long>::max_size() const [87]
-----------------------------------------------
                0.00    0.00      76/76          unsigned long* std::uninitialized_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [95]
[92]     0.0    0.00    0.00      76         unsigned long* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [92]
                0.00    0.00      76/76          unsigned long* std::copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [96]
-----------------------------------------------
                0.00    0.00      76/76          unsigned long* std::__copy_move_a2<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [94]
[93]     0.0    0.00    0.00      76         unsigned long* std::__copy_move_a<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [93]
                0.00    0.00      76/76          unsigned long* std::__copy_move<true, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [90]
-----------------------------------------------
                0.00    0.00      76/76          unsigned long* std::copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [96]
[94]     0.0    0.00    0.00      76         unsigned long* std::__copy_move_a2<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [94]
                0.00    0.00     228/228         unsigned long* std::__niter_base<unsigned long*>(unsigned long*) [79]
                0.00    0.00      76/76          unsigned long* std::__copy_move_a<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [93]
-----------------------------------------------
                0.00    0.00      76/76          unsigned long* std::__uninitialized_copy_a<std::move_iterator<unsigned long*>, unsigned long*, unsigned long>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*, std::allocator<unsigned long>&) [25]
[95]     0.0    0.00    0.00      76         unsigned long* std::uninitialized_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [95]
                0.00    0.00      76/76          unsigned long* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [92]
-----------------------------------------------
                0.00    0.00      76/76          unsigned long* std::__uninitialized_copy<true>::__uninit_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [92]
[96]     0.0    0.00    0.00      76         unsigned long* std::copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [96]
                0.00    0.00     152/152         decltype (__miter_base(({parm#1}.base)())) std::__miter_base<unsigned long*>(std::move_iterator<unsigned long*>) [83]
                0.00    0.00      76/76          unsigned long* std::__copy_move_a2<true, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [94]
-----------------------------------------------
                0.00    0.00      40/40          void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [99]
[97]     0.0    0.00    0.00      40         void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [97]
-----------------------------------------------
                0.00    0.00       2/40          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [155]
                0.00    0.00      38/40          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[98]     0.0    0.00    0.00      40         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [98]
                0.00    0.00      38/38          std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [105]
-----------------------------------------------
                0.00    0.00      40/40          void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [100]
[99]     0.0    0.00    0.00      40         void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [99]
                0.00    0.00      40/40          void std::_Destroy_aux<true>::__destroy<unsigned long*>(unsigned long*, unsigned long*) [97]
-----------------------------------------------
                0.00    0.00       2/40          std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [27]
                0.00    0.00      38/40          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[100]    0.0    0.00    0.00      40         void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [100]
                0.00    0.00      40/40          void std::_Destroy<unsigned long*>(unsigned long*, unsigned long*) [99]
-----------------------------------------------
                0.00    0.00      38/38          std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [105]
[101]    0.0    0.00    0.00      38         __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [101]
-----------------------------------------------
                0.00    0.00      38/38          std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [106]
[102]    0.0    0.00    0.00      38         __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [102]
                0.00    0.00      38/114         __gnu_cxx::new_allocator<unsigned long>::max_size() const [87]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[103]    0.0    0.00    0.00      38         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::difference_type __gnu_cxx::operator-<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [103]
                0.00    0.00      76/152         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [80]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[104]    0.0    0.00    0.00      38         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [104]
                0.00    0.00      38/38          std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [106]
-----------------------------------------------
                0.00    0.00      38/38          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [98]
[105]    0.0    0.00    0.00      38         std::allocator_traits<std::allocator<unsigned long> >::deallocate(std::allocator<unsigned long>&, unsigned long*, unsigned long) [105]
                0.00    0.00      38/38          __gnu_cxx::new_allocator<unsigned long>::deallocate(unsigned long*, unsigned long) [101]
-----------------------------------------------
                0.00    0.00      38/38          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [104]
[106]    0.0    0.00    0.00      38         std::allocator_traits<std::allocator<unsigned long> >::allocate(std::allocator<unsigned long>&, unsigned long) [106]
                0.00    0.00      38/38          __gnu_cxx::new_allocator<unsigned long>::allocate(unsigned long, void const*) [102]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[107]    0.0    0.00    0.00      38         std::vector<unsigned long, std::allocator<unsigned long> >::begin() [107]
                0.00    0.00      38/800068      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::__normal_iterator(unsigned long* const&) [55]
-----------------------------------------------
                0.00    0.00      38/38          std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [35]
[108]    0.0    0.00    0.00      38         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [108]
-----------------------------------------------
                0.00    0.00       2/27          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00      25/27          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [113]
[109]    0.0    0.00    0.00      27         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_dispose() [109]
                0.00    0.00      27/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
                0.00    0.00       7/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [137]
-----------------------------------------------
                0.00    0.00      25/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [112]
[110]    0.0    0.00    0.00      25         std::pointer_traits<char*>::pointer_to(char&) [110]
                0.00    0.00      25/25          char* std::addressof<char>(char&) [115]
-----------------------------------------------
                0.00    0.00      25/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [113]
[111]    0.0    0.00    0.00      25         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::~_Alloc_hider() [111]
-----------------------------------------------
                0.00    0.00       2/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00       2/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       4/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [39]
