Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
               15.80    0.00 859362537/859362537     lcePrezzaAdv::fingerprintTo(unsigned long) [6]
[8]     17.8   15.80    0.00 859362537         lcePrezzaAdv::getBlock(unsigned long) [8]
-----------------------------------------------
               14.53    0.00 859362537/859362537     lcePrezza::fingerprintTo(unsigned long) [7]
[9]     16.3   14.53    0.00 859362537         lcePrezza::getBlock(unsigned long) [9]
-----------------------------------------------
                0.01    1.98       1/1           main [1]
[10]     2.2    0.01    1.98       1         lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
                1.83    0.00       1/1           lcePrezzaAdv::calculateFingerprints() [12]
                0.15    0.00       1/1           lcePrezzaAdv::calculatePowers() [16]
                0.00    0.00       1/2           lceDataStructure::lceDataStructure() [40]
                0.00    0.00       1/3           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [142]
                0.00    0.00       1/4           util::inputErrorHandling(std::basic_ifstream<char, std::char_traits<char> >*) [140]
                0.00    0.00       1/2           util::calculateSizeOfInputFile(std::basic_ifstream<char, std::char_traits<char> >*) [145]
                0.00    0.00       1/2           std::fpos<__mbstate_t>::fpos(long) [157]
                0.00    0.00       1/2           util::getLow64BitPrime() [144]
-----------------------------------------------
                0.01    1.91       1/1           main [1]
[11]     2.2    0.01    1.91       1         lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                1.78    0.00       1/1           lcePrezza::calculateFingerprints() [13]
                0.13    0.00       1/1           lcePrezza::calculatePowers() [17]
                0.00    0.00       1/2           lceDataStructure::lceDataStructure() [40]
                0.00    0.00       1/3           std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [142]
                0.00    0.00       1/4           util::inputErrorHandling(std::basic_ifstream<char, std::char_traits<char> >*) [140]
                0.00    0.00       1/2           util::calculateSizeOfInputFile(std::basic_ifstream<char, std::char_traits<char> >*) [145]
                0.00    0.00       1/2           std::fpos<__mbstate_t>::fpos(long) [157]
                0.00    0.00       1/2           util::getLow64BitPrime() [144]
-----------------------------------------------
                1.83    0.00       1/1           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[12]     2.1    1.83    0.00       1         lcePrezzaAdv::calculateFingerprints() [12]
-----------------------------------------------
                1.78    0.00       1/1           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
[13]     2.0    1.78    0.00       1         lcePrezza::calculateFingerprints() [13]
-----------------------------------------------
                                                 <spontaneous>
[14]     0.3    0.26    0.00                 lcePrezza::getChar(unsigned long) [14]
-----------------------------------------------
                                                 <spontaneous>
[15]     0.2    0.16    0.00                 lcePrezzaAdv::getChar(unsigned long) [15]
-----------------------------------------------
                0.15    0.00       1/1           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[16]     0.2    0.15    0.00       1         lcePrezzaAdv::calculatePowers() [16]
                0.00    0.00       1/2           __gnu_cxx::__enable_if<std::__is_integer<unsigned long>::__value, double>::__type std::log2<unsigned long>(unsigned long) [162]
-----------------------------------------------
                0.13    0.00       1/1           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
[17]     0.1    0.13    0.00       1         lcePrezza::calculatePowers() [17]
                0.00    0.00       1/2           __gnu_cxx::__enable_if<std::__is_integer<unsigned long>::__value, double>::__type std::log2<unsigned long>(unsigned long) [162]
-----------------------------------------------
                0.00    0.00     152/40000152     std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [35]
                0.10    0.00 40000000/40000152     main [1]
[18]     0.1    0.10    0.00 40000152         std::vector<unsigned long, std::allocator<unsigned long> >::size() const [18]
-----------------------------------------------
                0.07    0.00 40399996/40399996     main [1]
[19]     0.1    0.07    0.00 40399996         std::vector<unsigned long, std::allocator<unsigned long> >::operator[](unsigned long) [19]
-----------------------------------------------
                0.01    0.02  399996/399996      main [1]
[20]     0.0    0.01    0.02  399996         std::vector<unsigned long, std::allocator<unsigned long> >::push_back(unsigned long&&) [20]
                0.00    0.02  399996/399996      unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
                0.00    0.00  399996/399996      std::remove_reference<unsigned long&>::type&& std::move<unsigned long&>(unsigned long&) [74]
-----------------------------------------------
                0.00    0.02  399996/399996      std::vector<unsigned long, std::allocator<unsigned long> >::push_back(unsigned long&&) [20]
[21]     0.0    0.00    0.02  399996         unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
                0.00    0.01      38/38          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
                0.01    0.00  399996/399996      std::vector<unsigned long, std::allocator<unsigned long> >::back() [24]
                0.00    0.00  399996/1200026     unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [53]
                0.00    0.00  399958/399996      void std::allocator_traits<std::allocator<unsigned long> >::construct<unsigned long, unsigned long>(std::allocator<unsigned long>&, unsigned long*, unsigned long&&) [72]
                0.00    0.00      38/400034      std::vector<unsigned long, std::allocator<unsigned long> >::end() [66]
-----------------------------------------------
                0.00    0.01      38/38          unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
[22]     0.0    0.00    0.01      38         void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
                0.00    0.01      76/76          unsigned long* std::__uninitialized_move_if_noexcept_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [26]
                0.00    0.00      38/38          std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.00     114/116         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [86]
                0.00    0.00      76/152         __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::base() const [80]
                0.00    0.00      38/38          std::vector<unsigned long, std::allocator<unsigned long> >::begin() [107]
                0.00    0.00      38/38          __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::difference_type __gnu_cxx::operator-<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&, __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > > const&) [103]
                0.00    0.00      38/38          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_allocate(unsigned long) [104]
                0.00    0.00      38/1200026     unsigned long&& std::forward<unsigned long>(std::remove_reference<unsigned long>::type&) [53]
                0.00    0.00      38/399996      void std::allocator_traits<std::allocator<unsigned long> >::construct<unsigned long, unsigned long>(std::allocator<unsigned long>&, unsigned long*, unsigned long&&) [72]
                0.00    0.00      38/40          void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [100]
                0.00    0.00      38/40          std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_deallocate(unsigned long*, unsigned long) [98]
-----------------------------------------------
                0.00    0.00       1/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       2/400359      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
                0.00    0.00       4/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [39]
                0.00    0.00      17/400359      void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
                0.01    0.00  400335/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
[23]     0.0    0.01    0.00  400359         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00  400359/400360      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [62]
                0.00    0.00  400359/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00  400359/400407      std::char_traits<char>::assign(char&, char const&) [56]
-----------------------------------------------
                0.01    0.00  399996/399996      unsigned long& std::vector<unsigned long, std::allocator<unsigned long> >::emplace_back<unsigned long>(unsigned long&&) [21]
[24]     0.0    0.01    0.00  399996         std::vector<unsigned long, std::allocator<unsigned long> >::back() [24]
                0.00    0.00  399996/400034      std::vector<unsigned long, std::allocator<unsigned long> >::end() [66]
                0.00    0.00  399996/399996      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator-(long) const [70]
                0.00    0.00  399996/399996      __gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >::operator*() const [69]
-----------------------------------------------
                0.01    0.00      76/76          unsigned long* std::__uninitialized_move_if_noexcept_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [26]
[25]     0.0    0.01    0.00      76         unsigned long* std::__uninitialized_copy_a<std::move_iterator<unsigned long*>, unsigned long*, unsigned long>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*, std::allocator<unsigned long>&) [25]
                0.00    0.00      76/76          unsigned long* std::uninitialized_copy<std::move_iterator<unsigned long*>, unsigned long*>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*) [95]
-----------------------------------------------
                0.00    0.01      76/76          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[26]     0.0    0.00    0.01      76         unsigned long* std::__uninitialized_move_if_noexcept_a<unsigned long*, unsigned long*, std::allocator<unsigned long> >(unsigned long*, unsigned long*, unsigned long*, std::allocator<unsigned long>&) [26]
                0.01    0.00      76/76          unsigned long* std::__uninitialized_copy_a<std::move_iterator<unsigned long*>, unsigned long*, unsigned long>(std::move_iterator<unsigned long*>, std::move_iterator<unsigned long*>, unsigned long*, std::allocator<unsigned long>&) [25]
                0.00    0.00     152/152         std::move_iterator<unsigned long*> std::__make_move_if_noexcept_iterator<unsigned long, std::move_iterator<unsigned long*> >(unsigned long*) [85]
-----------------------------------------------
                0.01    0.00       2/2           main [1]
[27]     0.0    0.01    0.00       2         std::vector<unsigned long, std::allocator<unsigned long> >::~vector() [27]
                0.00    0.00       2/116         std::_Vector_base<unsigned long, std::allocator<unsigned long> >::_M_get_Tp_allocator() [86]
                0.00    0.00       2/40          void std::_Destroy<unsigned long*, unsigned long>(unsigned long*, unsigned long*, std::allocator<unsigned long>&) [100]
                0.00    0.00       2/2           std::_Vector_base<unsigned long, std::allocator<unsigned long> >::~_Vector_base() [155]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[28]     0.0    0.00    0.01       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
                0.00    0.01       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       1/1           std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>::type&& std::move<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [170]
-----------------------------------------------
                0.00    0.01       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
[29]     0.0    0.00    0.01       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.01       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
                0.00    0.00       1/800671      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [54]
                0.00    0.00       1/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
-----------------------------------------------
                0.00    0.01       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
[30]     0.0    0.00    0.01       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
                0.01    0.00  400335/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00  800670/800671      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [54]
                0.00    0.00  400335/400337      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [64]
                0.00    0.00  400334/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00  400334/400356      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy(char*, char const*, unsigned long) [63]
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00      17/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [34]
[31]     0.0    0.00    0.00      17         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [31]
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [33]
-----------------------------------------------
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [33]
[32]     0.0    0.00    0.00      17         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
                0.00    0.00      17/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00      17/17          bool __gnu_cxx::__is_null_pointer<char const>(char const*) [117]
                0.00    0.00      17/17          std::iterator_traits<char const*>::difference_type std::distance<char const*>(char const*, char const*) [123]
                0.00    0.00      17/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00      17/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char const*, char const*) [120]
                0.00    0.00       3/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
                0.00    0.00       3/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [128]
                0.00    0.00       3/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [132]
-----------------------------------------------
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [31]
[33]     0.0    0.00    0.00      17         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char const*>(char const*, char const*, std::__false_type) [33]
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
-----------------------------------------------
                0.00    0.00       3/17          main [1]
                0.00    0.00      14/17          __static_initialization_and_destruction_0(int, int) [37]
[34]     0.0    0.00    0.00      17         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [34]
                0.00    0.00      17/17          void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*) [31]
                0.00    0.00      17/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [112]
                0.00    0.00      17/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char> const&) [119]
                0.00    0.00      17/18          std::char_traits<char>::length(char const*) [116]
-----------------------------------------------
                0.00    0.00      38/38          void std::vector<unsigned long, std::allocator<unsigned long> >::_M_realloc_insert<unsigned long>(__gnu_cxx::__normal_iterator<unsigned long*, std::vector<unsigned long, std::allocator<unsigned long> > >, unsigned long&&) [22]
[35]     0.0    0.00    0.00      38         std::vector<unsigned long, std::allocator<unsigned long> >::_M_check_len(unsigned long, char const*) const [35]
                0.00    0.00     152/40000152     std::vector<unsigned long, std::allocator<unsigned long> >::size() const [18]
                0.00    0.00      76/76          std::vector<unsigned long, std::allocator<unsigned long> >::max_size() const [89]
                0.00    0.00      38/38          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [108]
-----------------------------------------------
                0.00    0.00       1/1           __libc_csu_init [38]
[36]     0.0    0.00    0.00       1         _GLOBAL__sub_I_main [36]
                0.00    0.00       1/1           __static_initialization_and_destruction_0(int, int) [37]
-----------------------------------------------
                0.00    0.00       1/1           _GLOBAL__sub_I_main [36]
[37]     0.0    0.00    0.00       1         __static_initialization_and_destruction_0(int, int) [37]
                0.00    0.00      14/17          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(char const*, std::allocator<char> const&) [34]
-----------------------------------------------
                                                 <spontaneous>
[38]     0.0    0.00    0.00                 __libc_csu_init [38]
                0.00    0.00       1/1           _GLOBAL__sub_I_main [36]
-----------------------------------------------
                0.00    0.00       2/4           main [1]
                0.00    0.00       2/4           lceDataStructure::lceDataStructure() [40]
[39]     0.0    0.00    0.00       4         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [39]
                0.00    0.00       4/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00       4/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [112]
                0.00    0.00       4/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [138]
-----------------------------------------------
                0.00    0.00       1/2           lcePrezza::lcePrezza(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [11]
                0.00    0.00       1/2           lcePrezzaAdv::lcePrezzaAdv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [10]
[40]     0.0    0.00    0.00       2         lceDataStructure::lceDataStructure() [40]
                0.00    0.00       2/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string() [39]
-----------------------------------------------
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
[41]     0.0    0.00    0.00       2         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [41]
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [43]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [43]
[42]     0.0    0.00    0.00       2         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
                0.00    0.00       2/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00       2/2           bool __gnu_cxx::__is_null_pointer<char>(char*) [149]
                0.00    0.00       2/2           std::iterator_traits<char*>::difference_type std::distance<char*>(char*, char*) [163]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_create(unsigned long&, unsigned long) [139]
                0.00    0.00       2/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [128]
                0.00    0.00       2/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [132]
                0.00    0.00       2/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00       2/2           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_S_copy_chars(char*, char*, char*) [159]
-----------------------------------------------
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [41]
[43]     0.0    0.00    0.00       2         void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct_aux<char*>(char*, char*, std::__false_type) [43]
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[44]     0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00       2/2           void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*) [41]
                0.00    0.00       4/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00       2/11          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const [125]
                0.00    0.00       2/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [112]
                0.00    0.00       2/2           __gnu_cxx::__alloc_traits<std::allocator<char> >::_S_select_on_copy(std::allocator<char> const&) [148]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [138]
                0.00    0.00       2/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [135]
-----------------------------------------------
                0.00    0.00       1/1           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > std::operator+<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [28]
[45]     0.0    0.00    0.00       1         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       1/400359      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00       2/25          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() [112]
                0.00    0.00       2/9           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data(char*) [128]
                0.00    0.00       1/8           std::remove_reference<std::allocator<char>&>::type&& std::move<std::allocator<char>&>(std::allocator<char>&) [133]
                0.00    0.00       1/16          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() [124]
                0.00    0.00       1/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_Alloc_hider::_Alloc_hider(char*, std::allocator<char>&&) [138]
                0.00    0.00       1/400365      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
                0.00    0.00       1/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
                0.00    0.00       1/8           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_capacity(unsigned long) [132]
                0.00    0.00       1/7           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [135]
                0.00    0.00       1/400360      std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_length(unsigned long) [62]
-----------------------------------------------
                0.00    0.00       1/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&&) [45]
                0.00    0.00       1/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::append(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [29]
                0.00    0.00       1/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_mutate(unsigned long, unsigned long, char const*, unsigned long) [169]
                0.00    0.00       2/1601087     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char*>(char*, char*, std::forward_iterator_tag) [42]
                0.00    0.00       4/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [44]
                0.00    0.00       7/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_destroy(unsigned long) [137]
                0.00    0.00      17/1601087     void std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_construct<char const*>(char const*, char const*, std::forward_iterator_tag) [32]
                0.00    0.00  399996/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [71]
                0.00    0.00  400334/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_append(char const*, unsigned long) [30]
                0.00    0.00  400359/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_set_length(unsigned long) [23]
                0.00    0.00  400365/1601087     std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [57]
[52]     0.0    0.00    0.00 1601087         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [52]
-----------------------------------------------
